Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB
33,0,0,14,79.88,147
57,1,0,14,74.53,232
64,1,4,14,48.56,220
53,1,0,18,36.88,363
52,1,2,23,91.58,150
50,0,2,23,65.53,151
27,0,1,21,96.37,147
46,0,0,16,30.56,312
70,1,4,14,52.03,98
21,1,4,21,46.59,105
66,1,3,19,44.46,440
52,0,3,23,75.98,258
20,1,3,15,77.61,156
64,0,1,18,64.85,251
21,1,1,9,49.23,207
62,1,4,5,56.16,69
47,0,1,2,61.16,319
22,0,2,23,37.1,63
44,0,1,20,90.93,310
41,0,1,12,81.87,325
51,1,2,21,75.93,77
55,1,0,7,86.14,276
37,1,3,13,49.95,245
44,1,1,1,59.91,423
33,1,0,2,56.45,381
22,0,0,7,70.21,481
23,0,4,9,58.16,437
20,0,3,18,38.55,273
23,0,4,22,52.79,352
45,0,2,13,33.75,411
31,0,3,6,48.55,167
50,0,2,19,40.04,210
68,1,1,21,45.86,406
32,1,1,20,69.17,449
57,0,3,4,42.77,317
66,0,3,12,90.51,89
58,1,0,13,41.89,431
29,0,2,17,40.63,358
30,0,1,7,62.74,414
21,1,3,7,32.99,331
49,1,1,13,86.69,434
23,0,2,15,78.83,135
62,0,1,1,38.57,377
57,0,2,1,79.66,236
39,1,4,24,49.62,238
36,1,4,21,64.54,139
51,1,1,3,53.39,128
21,1,0,18,83.53,96
19,0,3,18,80.34,317
56,1,2,5,95.74,75
40,1,1,7,99.12,235
37,1,4,21,51.89,491
28,0,0,16,77.61,267
66,1,3,10,98.97,461
34,1,0,10,33.65,384
51,0,3,14,61.14,362
58,1,1,11,81.26,85
20,0,4,5,51.35,313
20,1,0,17,97.39,449
46,1,3,3,72.48,220
67,1,1,14,86.32,220
18,1,3,6,43.31,421
28,1,0,12,73.96,439
39,1,0,17,39.86,83
31,0,3,6,50.19,378
23,1,0,4,85.68,217
53,0,3,16,93.28,79
33,0,1,8,79.04,261
28,1,3,6,42.94,198
26,1,4,7,33.45,411
68,0,0,6,53.32,335
40,0,2,8,51.8,170
27,0,2,18,63.98,376
53,1,1,24,81.35,176
26,1,2,3,53.04,234
68,0,3,24,70.37,162
56,1,1,13,51.84,89
48,1,2,5,40.29,486
38,1,2,13,43.61,487
69,0,2,17,96.69,225
19,0,2,21,33.61,263
68,1,3,21,93.31,342
64,1,4,15,84.88,276
27,1,2,20,98.77,271
19,1,3,7,51.38,56
25,0,2,6,86.93,90
22,0,2,2,86.75,264
21,0,2,14,69.3,66
40,1,3,10,68.19,55
69,1,0,2,54.52,273
28,1,1,14,58.68,328
40,1,2,2,80.33,410
40,0,0,5,33.71,85
42,1,0,13,60.55,470
23,1,2,21,39.94,308
46,1,2,18,64.97,228
65,1,1,3,84.79,57
19,0,4,19,88.19,426
41,1,3,20,35.69,466
57,0,2,16,38.96,60
37,0,2,23,72.04,203
38,0,2,12,64.16,91
37,0,4,16,98.31,183
65,1,3,11,71.13,463
25,1,3,19,83.7,109
55,1,1,6,89.67,82
52,0,0,13,85.9,492
25,0,3,11,39.1,145
38,1,2,19,32.24,483
66,1,4,15,36.64,302
69,1,3,18,94.79,263
40,1,3,21,89.15,145
61,1,3,16,34.02,321
41,0,4,23,52.81,360
42,0,2,11,57.3,82
68,0,1,20,84.9,245
23,0,1,21,50.23,225
63,0,4,20,97.81,397
47,1,3,5,39.25,256
42,1,4,12,92.26,493
47,1,1,21,60.27,126
47,1,1,22,67.44,189
27,1,3,21,91.58,330
29,1,0,15,54.01,61
24,0,0,23,93.96,318
61,1,0,18,33.64,205
32,0,1,24,59.78,327
59,0,3,15,49.22,416
34,1,4,21,52.31,253
48,1,4,17,96.52,416
36,1,4,10,40.26,222
49,0,2,19,55.03,438
61,1,2,21,37.54,121
60,0,2,22,85.62,257
34,0,3,16,44.88,419
49,1,3,14,86.68,479
48,0,3,13,60.74,376
60,0,2,20,42.01,119
70,0,3,20,51.14,349
20,1,3,6,67.58,476
53,0,3,19,68.26,209
54,0,3,19,45.14,126
41,1,4,24,73.92,432
47,1,0,6,35.99,230
54,1,2,6,38.29,51
58,0,1,21,43.43,159
41,0,2,9,53.89,399
22,1,0,2,55.22,465
61,1,3,15,97.32,163
55,1,3,13,66.9,276
51,1,1,10,76.97,397
49,0,0,7,48.51,351
47,1,1,13,51.67,275
41,1,2,7,92.0,111
52,1,1,22,43.05,311
59,0,4,11,60.77,380
48,0,4,20,69.49,492
62,1,2,8,60.3,399
27,0,2,6,35.12,228
55,0,0,24,84.2,336
66,1,2,10,97.35,333
33,0,3,7,31.28,377
54,1,3,8,68.78,98
23,1,4,14,81.77,272
62,1,3,24,72.6,228
35,0,3,23,90.65,108
35,1,3,24,46.79,121
63,1,0,14,51.44,275
22,0,3,14,70.18,460
50,0,4,12,62.77,167
21,1,4,15,47.12,366
66,0,1,14,50.71,203
59,1,1,16,42.02,240
44,0,0,19,41.15,114
41,0,0,19,85.94,495
26,1,0,3,95.62,145
45,1,3,11,76.29,395
23,1,2,23,32.8,394
50,1,4,4,68.68,230
43,0,3,13,44.55,265
23,1,4,18,54.17,454
67,1,0,18,89.07,232
21,0,2,11,85.93,296
35,1,3,14,81.42,221
21,0,4,11,76.84,347
18,0,4,19,70.78,482
43,1,0,14,70.4,474
39,1,0,5,59.8,248
48,0,3,2,64.06,253
60,0,3,15,38.42,419
48,0,1,23,39.23,347
67,1,3,21,53.38,205
70,0,4,1,98.04,74
61,1,3,14,73.62,426
19,1,0,14,73.34,418
29,1,1,23,64.54,256
61,0,4,21,43.38,293
44,0,4,3,99.79,234
33,0,3,1,46.96,247
33,0,3,20,49.39,201
35,1,4,7,51.69,143
52,0,4,12,94.6,305
31,0,0,7,32.1,173
55,1,3,19,69.08,100
26,1,0,3,36.91,252
44,1,0,16,45.68,112
69,1,4,12,63.68,424
48,1,2,17,48.37,251
23,1,0,15,30.58,480
65,0,2,19,93.96,498
66,1,0,8,51.6,221
45,1,3,1,65.42,193
27,0,4,9,76.34,297
54,0,3,6,82.66,496
21,1,0,23,99.72,238
22,1,4,3,64.26,354
55,1,4,11,42.52,242
59,1,4,15,95.71,232
40,1,3,10,56.83,283
26,0,1,3,53.08,63
19,0,0,18,86.58,87
44,0,2,2,51.05,293
70,1,3,2,32.69,451
21,1,1,24,53.08,129
34,1,0,20,86.6,403
45,1,3,1,78.43,243
63,0,0,23,67.38,103
64,1,2,20,89.03,53
70,0,4,21,77.71,302
59,0,0,4,91.1,322
29,1,2,18,34.24,210
40,1,0,7,94.97,293
34,0,4,6,70.4,262
47,1,3,22,39.45,465
25,1,2,15,68.58,335
50,1,1,1,66.68,399
52,0,2,10,88.97,288
34,0,1,12,69.62,467
38,0,0,20,34.46,78
69,0,0,9,67.05,206
69,0,4,10,69.53,476
49,0,4,7,38.45,253
67,0,3,23,35.17,261
64,0,1,6,80.59,382
18,0,0,2,83.04,179
43,1,2,4,51.07,454
18,0,2,13,70.86,198
57,0,2,17,85.72,441
47,1,3,13,62.26,287
34,1,2,6,56.66,71
29,0,1,16,36.67,414
33,1,1,5,38.46,450
46,0,2,6,73.6,94
42,1,4,10,48.11,470
65,1,2,16,94.23,107
41,0,0,14,31.99,369
42,0,1,9,39.21,409
22,0,1,8,32.14,454
20,1,2,22,53.34,199
61,0,0,21,75.48,121
65,1,2,6,88.59,137
38,1,2,13,93.32,312
68,1,3,16,35.81,125
58,1,0,7,82.77,401
67,1,3,24,50.9,452
64,1,4,17,51.71,110
53,1,3,9,99.22,440
60,0,0,21,38.54,417
26,1,3,9,30.73,255
31,1,2,20,92.98,86
36,0,2,13,76.51,447
33,0,3,1,50.3,288
32,0,0,20,70.69,398
25,0,0,2,51.71,150
39,1,2,10,36.3,192
42,0,2,23,84.47,343
45,0,2,5,79.38,355
35,0,0,10,34.03,183
56,0,3,8,98.31,273
24,1,4,1,56.65,211
38,0,0,15,67.04,139
60,1,4,5,55.01,485
47,0,2,3,86.34,324
45,1,3,13,47.78,176
67,1,1,3,43.06,55
52,1,2,3,53.24,235
22,0,4,4,59.55,467
55,1,0,8,52.8,74
41,0,1,9,98.65,129
47,0,1,17,73.45,316
20,1,0,2,62.42,329
48,1,0,12,92.47,278
52,0,3,11,93.37,166
60,1,0,6,52.04,197
24,0,4,16,95.44,302
25,1,0,9,84.12,116
68,0,4,24,89.99,402
60,0,4,14,54.06,303
21,1,3,22,56.5,204
25,1,4,22,65.64,251
29,0,0,20,56.55,65
40,1,0,17,67.87,332
69,1,4,7,56.97,196
67,1,3,22,48.11,308
57,0,2,16,93.84,500
57,1,2,10,49.49,233
25,1,1,21,91.7,328
42,1,1,20,54.2,474
65,1,0,12,78.91,140
60,0,4,20,63.9,262
46,0,2,3,83.28,165
42,0,2,10,99.71,246
58,1,4,14,34.75,140
31,1,0,23,69.96,192
64,1,0,3,45.4,372
68,1,0,22,73.67,52
37,1,3,14,72.15,360
65,0,1,9,64.65,332
59,1,2,24,43.58,87
27,0,1,22,99.16,148
61,1,1,13,53.1,102
45,1,2,5,93.41,467
25,1,0,4,88.45,327
57,1,3,9,61.55,377
44,1,4,13,38.89,445
40,0,1,16,72.46,419
67,0,0,1,98.65,264
44,0,3,8,34.9,147
69,0,4,9,99.62,159
34,1,4,18,50.27,281
50,1,2,23,36.56,228
37,0,4,18,56.33,59
39,1,0,24,32.41,167
70,1,0,20,56.81,206
21,1,2,3,80.83,391
46,0,3,7,90.77,353
61,1,0,21,57.34,55
61,1,2,2,98.29,406
34,0,3,23,99.05,417
30,1,3,17,63.13,457
32,0,2,14,81.18,419
45,0,2,21,93.46,171
68,0,3,13,52.21,258
40,0,2,5,90.7,429
63,0,3,2,86.09,393
20,0,1,22,35.7,195
35,0,0,21,82.1,333
43,0,1,6,97.46,90
48,0,4,20,93.97,329
67,1,1,2,52.33,389
47,1,1,16,76.73,480
25,0,3,12,47.69,389
50,0,0,1,48.26,493
68,0,4,1,32.28,457
69,1,0,14,67.12,117
28,0,0,20,43.08,214
66,1,0,24,40.8,377
59,1,2,5,75.01,175
38,0,1,21,44.87,396
41,0,3,10,48.81,217
56,0,0,19,54.69,335
18,1,0,20,34.28,110
70,1,0,21,72.56,109
66,1,1,1,52.89,334
24,1,4,3,88.58,245
31,1,2,7,74.73,319
54,0,4,22,91.2,257
46,0,0,4,79.07,464
69,0,2,20,66.51,447
35,0,3,3,82.22,128
22,0,0,1,34.53,462
58,0,1,7,90.68,197
44,0,3,6,54.78,278
56,1,1,1,57.95,497
70,1,4,22,95.63,307
32,0,4,10,31.66,393
53,0,3,23,94.75,109
50,0,2,11,69.15,207
18,0,2,19,95.59,166
56,1,0,8,98.96,114
52,0,3,14,30.81,120
65,0,0,6,73.46,475
25,0,4,8,70.9,89
48,1,4,19,60.38,469
39,1,4,9,94.46,218
59,1,2,1,71.02,149
29,1,3,20,38.7,266
43,0,1,3,64.76,82
42,1,3,17,52.17,220
70,1,1,15,48.1,415
70,0,4,5,52.13,150
23,0,4,20,68.18,242
51,0,3,1,70.31,236
26,0,2,9,64.44,469
59,0,3,4,34.98,203
59,0,1,10,48.96,218
34,0,2,6,95.47,461
67,1,0,22,65.79,373
18,1,1,10,83.2,319
39,1,3,15,48.21,79
25,1,1,9,72.2,246
46,0,1,16,72.79,119
25,1,1,2,84.54,190
23,1,1,12,59.2,61
66,1,0,12,65.66,313
53,0,2,3,80.08,451
39,0,2,19,48.04,51
20,0,3,12,49.31,196
59,0,1,14,72.86,138
67,0,0,19,51.57,138
28,0,3,17,52.36,460
64,1,2,4,51.0,66
68,0,2,17,75.98,302
18,1,2,15,46.63,172
35,1,3,16,58.92,259
54,1,3,2,43.81,100
50,0,2,18,86.03,242
63,1,2,18,92.88,228
54,1,2,8,30.57,405
27,1,3,7,93.78,490
39,1,4,18,64.34,395
49,1,0,11,98.68,197
23,0,4,7,75.37,88
24,0,1,9,60.69,57
68,0,4,23,55.6,294
33,0,1,15,53.99,365
62,1,1,11,49.43,226
55,1,3,14,64.43,187
53,0,4,3,41.24,326
42,0,0,1,97.75,281
30,0,1,18,30.24,306
56,1,0,12,41.37,299
20,1,4,12,31.59,299
37,1,4,22,52.81,100
58,1,0,6,59.39,162
59,1,0,9,96.15,404
29,0,3,9,89.06,332
24,1,2,1,37.3,101
22,0,0,5,40.25,152
32,0,4,21,36.12,496
70,0,0,3,74.41,163
48,1,3,16,78.78,176
60,1,3,1,72.59,82
47,0,4,10,35.69,209
69,1,3,12,62.31,242
21,1,4,15,76.87,154
22,0,4,13,42.47,305
68,0,3,9,30.33,249
58,1,2,18,51.84,144
22,1,4,3,57.97,134
33,0,1,24,65.83,453
33,0,2,3,52.23,423
57,1,0,11,84.99,332
52,0,4,4,92.89,432
36,0,2,3,84.07,334
68,1,1,10,72.06,311
34,1,2,5,89.06,484
36,0,3,2,81.09,68
60,0,1,19,69.5,107
44,0,2,12,55.11,57
65,0,0,1,79.38,337
28,1,0,20,69.69,92
54,0,4,12,87.44,381
47,1,2,14,80.52,159
64,0,4,3,72.02,209
30,1,1,7,35.76,498
47,1,2,13,67.0,143
47,1,3,18,37.41,245
33,0,4,15,63.77,64
33,1,1,13,32.04,208
60,0,1,6,70.65,248
58,0,2,15,52.99,149
68,0,0,21,46.46,114
46,1,4,22,97.99,134
39,1,2,8,39.74,250
49,0,1,17,46.66,218
60,0,1,7,50.71,476
57,1,1,4,90.41,220
54,1,1,12,80.87,249
28,1,2,19,41.83,333
52,0,3,20,31.82,408
29,1,1,19,79.58,456
53,0,2,18,70.95,214
50,1,3,15,36.47,332
49,1,4,4,52.34,335
30,1,4,6,83.32,256
51,1,0,3,33.67,138
57,0,0,1,68.35,265
35,0,1,22,64.29,171
28,1,0,1,92.69,327
58,1,1,18,90.2,375
60,0,4,4,37.93,369
22,1,1,23,78.14,251
18,0,2,6,97.57,436
62,1,0,20,37.95,259
50,0,0,15,41.35,275
60,1,1,18,40.46,89
34,1,3,9,83.38,151
58,1,4,22,90.52,325
23,0,4,13,76.31,140
64,1,2,18,71.28,165
25,0,0,20,47.4,259
40,1,3,18,77.93,59
32,1,3,8,96.85,493
69,1,2,10,65.65,343
20,1,2,24,48.1,181
51,0,4,10,56.61,212
53,0,0,5,98.24,132
53,1,1,11,84.44,68
23,1,0,2,38.89,156
51,0,3,19,68.88,432
46,1,3,3,78.85,471
49,0,0,19,72.46,149
30,0,0,9,76.2,271
66,1,4,20,97.67,230
69,0,0,21,69.38,220
38,1,0,1,48.71,147
24,1,4,18,45.42,235
23,0,3,3,71.45,296
54,0,2,1,91.38,356
42,1,4,19,57.0,438
67,0,2,3,45.58,330
33,0,1,22,93.1,174
22,0,1,1,56.55,53
22,0,3,6,96.08,105
57,1,0,5,40.96,452
26,1,2,2,40.74,250
56,1,0,10,83.74,115
45,1,1,8,49.27,361
51,1,0,14,92.37,396
26,1,2,8,47.39,263
56,0,0,13,77.15,110
55,1,0,4,79.36,149
47,0,1,5,57.37,126
45,1,4,24,74.12,459
55,1,4,8,92.17,241
39,0,1,20,85.19,142
66,1,2,2,69.43,257
38,1,1,11,95.54,119
31,1,4,5,81.91,332
29,0,3,21,51.98,229
42,1,4,19,84.89,483
69,1,4,10,93.65,89
45,1,2,19,81.06,244
47,0,2,19,65.3,55
38,0,1,6,61.11,300
56,1,3,1,71.59,281
69,1,1,7,60.5,148
58,0,4,11,45.33,188
58,1,0,17,85.94,354
66,0,4,9,68.41,93
31,0,0,16,47.12,203
54,1,0,14,80.33,200
49,1,1,4,62.09,208
33,1,1,14,97.09,376
60,0,4,17,97.88,497
23,0,2,12,33.82,270
21,1,0,3,96.1,367
56,0,4,9,84.46,270
42,0,2,6,75.74,226
65,1,3,17,58.37,200
26,1,3,18,52.12,449
40,0,1,2,88.69,352
35,0,4,11,41.61,99
63,0,1,14,79.32,60
23,1,4,15,35.5,365
35,1,3,18,33.34,441
51,0,3,19,36.11,152
70,0,0,21,52.84,229
34,1,1,11,38.25,453
24,1,0,6,71.9,347
51,0,0,11,85.88,462
46,1,0,24,33.3,454
21,0,0,11,62.63,354
29,0,4,16,87.47,406
41,1,0,22,40.12,251
29,1,0,7,36.39,88
23,0,0,1,99.59,160
35,1,2,7,64.3,68
36,1,4,4,50.9,136
45,0,3,2,73.35,351
55,0,0,4,49.75,232
29,1,4,2,93.24,466
43,1,4,7,67.34,436
59,1,3,19,77.53,121
58,0,2,15,78.22,346
36,0,4,8,39.49,125
60,0,3,3,39.8,465
66,0,1,22,35.4,396
35,0,3,12,87.59,294
63,0,0,4,61.24,428
60,1,3,20,78.3,117
70,0,3,5,46.76,395
68,1,3,15,80.23,441
23,0,0,24,57.47,437
21,1,2,16,84.28,216
28,0,4,14,68.41,448
21,1,4,20,84.79,279
20,1,2,4,57.75,413
34,1,3,10,81.01,113
27,0,2,3,39.77,64
67,0,1,9,35.68,188
27,0,0,19,82.75,380
60,0,3,18,54.98,141
20,0,2,3,40.97,157
58,0,2,19,73.22,332
39,1,4,2,44.47,326
26,1,4,11,82.45,372
23,0,2,23,66.08,196
53,0,4,6,52.17,252
27,0,0,17,86.74,210
63,0,1,6,50.84,285
62,0,3,9,94.82,277
62,0,3,14,86.44,143
40,1,4,7,51.04,305
57,1,4,19,59.22,215
60,1,3,1,36.17,314
38,1,0,10,79.45,409
44,0,3,20,72.15,140
55,0,2,8,84.95,459
52,0,3,11,44.83,96
70,0,4,10,74.81,139
40,0,0,14,60.61,179
66,0,0,14,41.63,356
45,1,0,1,91.81,432
40,0,4,21,92.2,345
28,0,1,8,57.0,258
20,0,3,20,51.46,376
70,0,1,11,66.11,242
69,1,1,12,76.71,450
47,0,0,12,98.24,95
30,1,3,7,95.87,367
44,0,0,5,90.3,217
56,0,3,21,69.87,128
64,0,2,1,60.16,364
69,0,4,11,50.59,174
53,1,4,24,92.85,473
70,1,4,10,88.44,447
18,1,3,10,43.3,183
66,0,1,22,38.7,167
46,0,2,4,36.11,265
39,1,0,2,40.38,324
38,0,0,11,54.4,458
45,0,3,18,36.27,401
39,0,1,11,98.62,330
32,1,1,11,37.28,158
68,1,3,19,73.08,170
52,0,4,7,73.72,405
45,0,0,19,53.97,498
49,1,0,20,74.08,75
23,1,4,20,45.97,131
27,0,3,12,40.34,365
50,0,2,1,47.35,372
41,0,2,5,35.93,175
69,0,3,1,47.26,498
43,1,0,17,46.4,292
36,0,3,22,42.69,500
23,0,2,5,72.8,234
53,1,3,14,93.37,486
55,0,0,17,94.09,188
27,0,0,17,58.49,418
33,1,0,15,73.73,62
61,1,4,16,37.43,397
60,1,2,9,81.32,124
48,1,2,3,74.48,350
51,0,4,7,93.33,364
49,0,4,1,83.64,478
68,0,3,12,51.56,255
42,0,0,2,65.57,462
41,1,3,13,95.2,251
59,1,4,9,37.59,237
40,0,0,1,69.86,120
38,0,0,14,70.53,142
60,1,1,4,98.23,371
42,1,0,10,79.67,67
51,1,0,12,55.58,74
18,1,3,22,85.31,138
25,0,2,2,42.67,309
46,0,0,9,36.25,59
24,1,2,21,39.02,431
60,1,3,14,71.21,74
18,0,4,6,48.16,197
33,1,4,3,87.49,337
61,1,3,2,55.12,172
27,0,2,2,35.48,97
42,1,3,3,98.33,315
39,1,4,4,63.84,452
60,1,3,18,41.57,375
29,0,4,10,73.7,381
32,1,1,15,89.52,467
38,0,4,18,67.97,142
58,1,2,7,87.88,400
20,1,0,4,83.65,413
20,1,0,14,33.36,455
20,1,2,8,94.86,337
37,0,4,22,93.23,163
47,0,4,6,98.81,479
40,1,0,1,68.67,67
39,0,3,4,33.2,388
69,1,1,4,98.59,122
38,1,1,3,80.17,193
64,0,2,23,30.85,316
24,1,0,15,62.95,265
44,1,0,24,31.47,140
25,0,4,9,62.14,186
59,0,4,12,62.7,73
56,1,3,1,64.93,283
41,0,1,16,96.23,450
63,1,4,7,56.76,484
62,0,3,7,55.96,387
48,0,2,8,86.47,147
21,0,1,13,84.88,331
18,1,1,1,55.08,498
54,0,1,17,90.8,383
53,0,4,12,80.45,130
53,0,1,17,73.43,188
40,1,3,3,75.33,195
37,0,0,1,77.59,288
46,0,0,7,80.69,147
19,0,1,12,78.49,449
68,1,0,1,65.39,496
47,0,3,7,94.99,193
66,0,2,22,50.25,51
68,0,2,6,62.03,386
50,1,3,23,41.18,105
65,0,3,18,96.08,54
34,0,1,16,38.4,349
65,1,2,11,60.27,346
49,0,4,16,30.61,192
62,1,0,12,72.25,114
34,1,4,7,55.35,384
68,0,4,6,86.77,357
36,0,0,18,99.41,70
49,0,2,23,90.45,96
61,1,3,5,69.37,475
40,0,0,10,68.09,285
41,1,4,15,32.02,172
36,1,3,7,33.85,410
59,0,1,24,89.11,89
66,0,2,4,97.11,104
29,1,2,1,59.1,118
67,1,3,6,44.17,205
58,0,2,4,47.81,460
26,1,2,2,49.09,430
46,0,4,7,97.6,115
44,1,2,21,69.81,157
36,0,1,7,50.02,175
34,1,3,19,90.04,248
44,0,0,10,33.59,387
18,1,2,8,71.38,360
41,0,3,11,89.5,182
32,0,4,22,56.61,451
63,0,2,24,62.72,317
68,1,2,16,58.64,344
61,1,3,5,56.25,489
59,0,3,3,49.27,451
45,1,4,11,38.62,260
28,0,0,9,63.28,198
46,0,2,19,50.71,116
69,1,3,10,41.78,149
27,0,2,8,60.29,292
67,0,3,7,85.1,381
62,1,0,22,53.38,463
28,0,3,19,46.32,338
65,1,3,18,57.86,372
59,1,1,6,69.37,295
52,0,2,22,74.56,379
51,0,1,14,58.32,390
58,0,1,22,38.69,109
24,1,0,3,30.47,246
29,1,2,20,84.34,92
69,1,2,10,96.38,390
24,0,4,17,92.45,427
59,1,0,12,73.51,130
50,0,2,23,91.4,241
50,0,4,8,76.65,143
39,0,0,9,88.28,231
46,0,4,5,95.77,307
67,0,1,3,75.87,381
52,0,0,16,94.48,338
27,0,0,6,43.66,386
35,1,0,11,72.05,241
41,0,0,17,61.41,69
44,0,4,20,73.3,286
23,0,0,12,67.61,240
35,0,1,15,88.82,212
20,1,4,4,40.91,298
24,0,4,18,95.83,445
26,1,4,18,61.09,198
27,1,3,20,94.29,341
44,1,0,3,76.8,397
52,0,2,23,30.43,276
66,0,4,6,75.28,132
36,1,2,15,94.01,153
53,0,4,23,65.28,289
25,1,4,18,40.62,444
55,0,4,12,74.1,281
46,1,3,18,99.17,354
33,1,4,20,98.06,191
58,0,0,13,83.83,358
53,0,3,19,83.03,292
67,1,4,12,94.89,145
33,1,4,2,83.64,413
50,0,3,15,93.54,286
60,0,0,4,92.47,298
41,1,3,21,35.37,73
56,0,0,23,31.31,265
29,1,0,9,52.59,228
68,1,3,12,83.38,431
68,0,4,19,82.25,54
43,0,2,4,82.79,250
39,0,1,12,54.24,247
35,1,3,16,64.8,149
39,1,0,2,90.57,367
45,0,3,17,69.46,419
55,1,3,15,31.82,388
51,1,0,11,52.29,257
34,0,4,8,76.68,340
31,1,0,12,64.58,114
45,1,0,18,84.12,122
67,0,1,17,71.67,59
18,0,2,17,44.51,289
53,1,4,19,57.85,324
44,0,3,1,42.54,446
70,0,0,14,39.79,308
62,0,1,2,34.94,229
50,0,4,24,61.93,426
18,1,0,2,66.25,371
50,1,4,13,91.44,329
23,0,1,15,89.72,477
61,1,4,23,89.47,184
27,1,1,7,77.12,104
45,1,2,10,99.57,379
20,0,2,9,48.79,110
40,1,4,2,47.28,183
34,1,2,6,74.29,209
62,0,4,22,88.46,108
41,1,2,23,74.35,63
63,0,3,21,63.33,467
19,0,4,22,75.54,259
37,1,1,10,35.39,405
22,0,4,12,94.65,403
29,0,3,15,93.06,408
54,0,3,15,70.2,146
51,1,2,14,70.9,201
46,0,2,22,65.54,219
68,1,1,7,53.6,492
66,0,4,17,71.59,273
43,0,2,19,85.01,346
21,0,4,12,31.75,273
27,0,4,8,58.36,51
54,1,2,21,43.86,131
61,1,4,7,52.86,409
24,0,2,7,51.12,53
69,0,0,8,50.61,420
34,0,1,21,30.04,162
50,1,3,8,82.13,176
35,1,3,22,35.07,479
37,1,1,14,84.28,348
20,1,4,21,79.89,165
60,0,0,19,55.31,423
55,1,0,5,99.91,247
27,0,0,6,78.75,112
27,1,0,19,62.48,258
30,1,3,2,96.73,381
55,0,4,16,50.27,170
67,1,2,5,98.21,251
46,0,1,18,43.4,444
25,1,3,19,38.09,312
30,1,3,2,64.69,221
49,0,3,12,70.5,307
62,0,1,8,54.86,180
23,0,2,10,51.81,115
66,1,2,20,85.79,441
57,1,1,22,40.79,395
32,1,2,23,69.32,67
60,0,0,14,47.27,65
33,0,2,9,49.75,269
39,1,1,11,45.65,328
35,1,4,10,38.97,463
33,1,2,4,72.95,223
40,1,0,24,36.37,340
55,1,0,13,39.39,75
45,0,3,5,59.99,165
26,1,2,11,98.63,243
26,0,3,20,46.35,77
70,0,4,3,51.34,243
55,0,0,13,92.77,432
46,0,4,21,83.01,434
55,1,1,4,80.1,274
28,1,2,12,62.49,497
18,0,2,7,94.55,97
24,0,0,4,36.57,475
43,1,3,2,98.72,387
64,1,0,2,77.16,391
25,0,4,4,81.16,340
41,1,3,20,58.11,103
42,0,2,8,32.18,191
59,0,2,6,30.45,362
36,1,3,16,31.2,469
44,0,2,7,72.55,290
65,0,0,1,49.8,111
18,1,0,1,89.6,200
68,1,1,15,99.79,355
21,0,2,17,75.18,295
36,1,0,8,75.1,471
49,1,4,3,67.68,216
69,1,0,14,69.47,231
37,0,1,19,42.85,217
64,1,0,20,94.23,326
56,1,2,22,62.94,92
67,0,4,8,62.3,76
58,1,2,18,73.21,237
36,0,3,22,30.08,477
35,1,1,10,41.34,103
50,1,3,21,39.63,145
61,1,2,7,58.23,120
28,0,1,5,79.67,94
55,1,3,1,34.62,272
63,1,4,20,35.81,392
41,1,3,2,36.46,308
32,0,0,5,96.01,241
42,0,0,11,60.18,105
61,1,3,24,69.85,189
21,0,0,7,67.28,260
18,0,0,11,87.62,479
68,1,1,6,47.6,224
69,1,0,21,34.01,361
21,1,0,18,40.56,74
18,0,4,6,54.16,280
33,0,4,14,31.6,329
37,0,1,24,68.21,498
35,0,1,9,74.75,268
51,0,2,2,51.64,241
18,1,1,15,75.17,121
40,1,0,19,89.34,234
33,0,4,13,64.12,245
21,0,2,4,97.73,60
54,1,4,14,90.25,130
62,0,4,15,31.06,339
48,0,1,7,90.87,338
35,0,4,11,89.17,459
20,1,1,24,79.81,80
40,1,1,15,52.37,450
19,0,2,6,69.16,418
18,1,4,2,66.17,266
54,1,2,4,65.53,287
26,0,1,18,79.16,291
60,1,2,20,38.38,145
50,0,0,13,83.71,439
43,1,4,1,99.47,144
57,1,1,4,97.92,403
40,0,0,16,61.84,377
38,0,1,19,69.93,234
63,1,3,3,43.61,408
64,0,4,10,44.78,337
50,0,0,24,46.87,94
27,1,1,20,38.92,363
69,1,2,14,77.37,305
18,1,0,2,87.75,410
60,1,0,20,95.35,428
36,1,4,7,61.0,99
62,0,1,24,80.27,302
51,0,3,20,37.58,226
53,1,0,19,36.07,169
39,0,0,13,49.02,59
31,1,1,9,55.29,431
40,0,4,3,57.05,160
41,0,0,19,32.39,500
50,1,2,24,92.39,107
46,0,1,22,74.79,386
46,0,2,21,73.94,198
38,0,2,6,54.72,83
21,1,2,10,88.26,456
22,0,0,22,73.28,95
19,1,2,4,34.75,137
53,0,2,4,85.92,285
45,0,3,15,43.75,455
47,0,3,4,82.34,168
52,1,4,12,39.59,347
33,0,4,9,45.93,151
22,1,1,13,45.19,320
45,1,3,17,65.23,348
53,1,0,1,95.1,129
52,0,0,15,78.8,131
43,1,3,24,48.19,302
48,1,1,19,65.21,346
24,0,3,7,53.07,318
67,1,2,19,30.35,240
46,0,2,12,63.12,447
53,0,3,1,58.5,221
27,1,0,23,44.01,424
37,0,0,22,30.83,114
23,0,2,1,58.35,397
70,0,2,9,62.96,87
27,1,3,4,45.6,302
69,1,0,11,54.86,145
